"m","p","o"
"http://dbpedia.org/resource/Scott_Jorgensen","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/United_States"
"http://dbpedia.org/resource/Scott_Jorgensen","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/Utah"
"http://dbpedia.org/resource/Scott_Jorgensen","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Bantamweight_mixed_martial_artists"
"http://dbpedia.org/resource/Scott_Jorgensen","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Mixed_martial_artists_from_Idaho"
"http://dbpedia.org/resource/Scott_Jorgensen","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:1982_births"
"http://dbpedia.org/resource/Scott_Jorgensen","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:American_mixed_martial_artists"
"http://dbpedia.org/resource/Scott_Jorgensen","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Living_people"
"http://dbpedia.org/resource/Scott_Jorgensen","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:People_from_Boise,_Idaho"
"http://dbpedia.org/resource/Shanan_Stewart","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/New_Zealand"
"http://dbpedia.org/resource/Shanan_Stewart","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/Canterbury_Region"
"http://dbpedia.org/resource/Shanan_Stewart","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/Christchurch"
"http://dbpedia.org/resource/Shanan_Stewart","http://dbpedia.org/ontology/country","http://dbpedia.org/resource/New_Zealand"
"http://dbpedia.org/resource/Shanan_Stewart","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Canterbury_cricketers"
"http://dbpedia.org/resource/Shanan_Stewart","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:1982_births"
"http://dbpedia.org/resource/Shanan_Stewart","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Living_people"
"http://dbpedia.org/resource/Shanan_Stewart","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:New_Zealand_One_Day_International_cricketers"
"http://dbpedia.org/resource/Shanan_Stewart","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:New_Zealand_cricketers"
"http://dbpedia.org/resource/Sofia_El_Marikh","http://dbpedia.org/ontology/hometown","http://dbpedia.org/resource/Casablanca"
"http://dbpedia.org/resource/Sofia_El_Marikh","http://dbpedia.org/ontology/hometown","http://dbpedia.org/resource/Morocco"
"http://dbpedia.org/resource/Sofia_El_Marikh","http://dbpedia.org/ontology/occupation","http://dbpedia.org/resource/Singing"
"http://dbpedia.org/resource/Sofia_El_Marikh","http://dbpedia.org/ontology/occupation","http://dbpedia.org/resource/Entertainment"
"http://dbpedia.org/resource/Sofia_El_Marikh","http://dbpedia.org/ontology/occupation","http://dbpedia.org/resource/Model_(person)"
"http://dbpedia.org/resource/Sofia_El_Marikh","http://dbpedia.org/ontology/genre","http://dbpedia.org/resource/Pop_music"
"http://dbpedia.org/resource/Sofia_El_Marikh","http://dbpedia.org/ontology/genre","http://dbpedia.org/resource/Arabic_pop_music"
"http://dbpedia.org/resource/Sofia_El_Marikh","http://dbpedia.org/ontology/genre","http://dbpedia.org/resource/Arabic_music"
"http://dbpedia.org/resource/Sofia_El_Marikh","http://dbpedia.org/ontology/genre","http://dbpedia.org/resource/Music_of_Morocco"
"http://dbpedia.org/resource/Sofia_El_Marikh","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Moroccan_female_singers"
"http://dbpedia.org/resource/Sofia_El_Marikh","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Singers_who_perform_in_Classical_Arabic"
"http://dbpedia.org/resource/Sofia_El_Marikh","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:1982_births"
"http://dbpedia.org/resource/Sofia_El_Marikh","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Living_people"
"http://dbpedia.org/resource/Sofia_El_Marikh","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:People_from_Casablanca"
"http://dbpedia.org/resource/Stanislav_Zhmakin","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/Russian_Soviet_Federative_Socialist_Republic"
"http://dbpedia.org/resource/Stanislav_Zhmakin","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/Penza"
"http://dbpedia.org/resource/Stanislav_Zhmakin","http://dbpedia.org/ontology/formerTeam","http://dbpedia.org/resource/HC_CSKA_Moscow"
"http://dbpedia.org/resource/Stanislav_Zhmakin","http://dbpedia.org/ontology/formerTeam","http://dbpedia.org/resource/HC_Lada_Togliatti"
"http://dbpedia.org/resource/Stanislav_Zhmakin","http://dbpedia.org/ontology/formerTeam","http://dbpedia.org/resource/Salavat_Yulaev_Ufa"
"http://dbpedia.org/resource/Stanislav_Zhmakin","http://dbpedia.org/ontology/formerTeam","http://dbpedia.org/resource/Severstal_Cherepovets"
"http://dbpedia.org/resource/Stanislav_Zhmakin","http://dbpedia.org/ontology/formerTeam","http://dbpedia.org/resource/Avtomobilist_Yekaterinburg"
"http://dbpedia.org/resource/Stanislav_Zhmakin","http://dbpedia.org/ontology/league","http://dbpedia.org/resource/Kontinental_Hockey_League"
"http://dbpedia.org/resource/Stanislav_Zhmakin","http://dbpedia.org/ontology/team","http://dbpedia.org/resource/Yugra_Khanty-Mansiysk"
"http://dbpedia.org/resource/Stanislav_Zhmakin","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Avtomobilist_Yekaterinburg_players"
"http://dbpedia.org/resource/Stanislav_Zhmakin","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:People_from_Penza"
"http://dbpedia.org/resource/Stanislav_Zhmakin","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:HC_CSKA_Moscow_players"
"http://dbpedia.org/resource/Stanislav_Zhmakin","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Severstal_Cherepovets_players"
"http://dbpedia.org/resource/Stanislav_Zhmakin","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Russian_ice_hockey_forwards"
"http://dbpedia.org/resource/Stanislav_Zhmakin","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Salavat_Yulaev_Ufa_players"
"http://dbpedia.org/resource/Stanislav_Zhmakin","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:HC_Lada_Togliatti_players"
"http://dbpedia.org/resource/Stanislav_Zhmakin","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:1982_births"
"http://dbpedia.org/resource/Stanislav_Zhmakin","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Living_people"
"http://dbpedia.org/resource/Steve_Angello","http://dbpedia.org/ontology/associatedBand","http://dbpedia.org/resource/Swedish_House_Mafia"
"http://dbpedia.org/resource/Steve_Angello","http://dbpedia.org/ontology/associatedMusicalArtist","http://dbpedia.org/resource/Swedish_House_Mafia"
"http://dbpedia.org/resource/Steve_Angello","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/Athens"
"http://dbpedia.org/resource/Steve_Angello","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/Greece"
"http://dbpedia.org/resource/Steve_Angello","http://dbpedia.org/ontology/hometown","http://dbpedia.org/resource/Stockholm"
"http://dbpedia.org/resource/Steve_Angello","http://dbpedia.org/ontology/hometown","http://dbpedia.org/resource/Sweden"
"http://dbpedia.org/resource/Steve_Angello","http://dbpedia.org/ontology/occupation","http://dbpedia.org/resource/Disc_jockey"
"http://dbpedia.org/resource/Steve_Angello","http://dbpedia.org/ontology/occupation","http://dbpedia.org/resource/Record_producer"
"http://dbpedia.org/resource/Steve_Angello","http://dbpedia.org/ontology/recordLabel","http://dbpedia.org/resource/Ministry_of_Sound"
"http://dbpedia.org/resource/Steve_Angello","http://dbpedia.org/ontology/recordLabel","http://dbpedia.org/resource/Steve_Angello"
"http://dbpedia.org/resource/Steve_Angello","http://dbpedia.org/ontology/genre","http://dbpedia.org/resource/Tech_house"
"http://dbpedia.org/resource/Steve_Angello","http://dbpedia.org/ontology/genre","http://dbpedia.org/resource/House_music"
"http://dbpedia.org/resource/Steve_Angello","http://dbpedia.org/ontology/genre","http://dbpedia.org/resource/Progressive_electronic_dance_music"
"http://dbpedia.org/resource/Steve_Angello","http://dbpedia.org/ontology/genre","http://dbpedia.org/resource/Techno"
"http://dbpedia.org/resource/Steve_Angello","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Swedish_people_of_Greek_descent"
"http://dbpedia.org/resource/Steve_Angello","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Swedish_house_musicians"
"http://dbpedia.org/resource/Steve_Angello","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:1982_births"
"http://dbpedia.org/resource/Steve_Angello","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Living_people"
"http://dbpedia.org/resource/Steve_Angello","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:People_from_Athens"
"http://dbpedia.org/resource/Steve_Angello","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Club_DJs"
"http://dbpedia.org/resource/Steve_Angello","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:People_from_Stockholm"
"http://dbpedia.org/resource/Steve_Angello","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Remixers"
"http://dbpedia.org/resource/Stuart_Brennan","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/Barnstaple"
"http://dbpedia.org/resource/Stuart_Brennan","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/North_Devon"
"http://dbpedia.org/resource/Stuart_Brennan","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:1982_births"
"http://dbpedia.org/resource/Stuart_Brennan","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:English_actors"
"http://dbpedia.org/resource/Stuart_Brennan","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Living_people"
"http://dbpedia.org/resource/Tan_Weiwei","http://dbpedia.org/ontology/hometown","http://dbpedia.org/resource/Sichuan"
"http://dbpedia.org/resource/Tan_Weiwei","http://dbpedia.org/ontology/hometown","http://dbpedia.org/resource/China"
"http://dbpedia.org/resource/Tan_Weiwei","http://dbpedia.org/ontology/hometown","http://dbpedia.org/resource/Fushun_County,_Sichuan"
"http://dbpedia.org/resource/Tan_Weiwei","http://dbpedia.org/ontology/recordLabel","http://dbpedia.org/resource/EE-Media"
"http://dbpedia.org/resource/Tan_Weiwei","http://dbpedia.org/ontology/genre","http://dbpedia.org/resource/Mandopop"
"http://dbpedia.org/resource/Tan_Weiwei","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Super_Girl_(contest)_contestants"
"http://dbpedia.org/resource/Tan_Weiwei","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Chinese_female_singers"
"http://dbpedia.org/resource/Tan_Weiwei","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:People's_Republic_of_China_Mandopop_singers"
"http://dbpedia.org/resource/Tan_Weiwei","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:People_from_Zigong"
"http://dbpedia.org/resource/Tan_Weiwei","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:1982_births"
"http://dbpedia.org/resource/Tan_Weiwei","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Living_people"
"http://dbpedia.org/resource/Tanit_Jitnukul","http://dbpedia.org/ontology/award","http://dbpedia.org/resource/Fantasia_Festival"
"http://dbpedia.org/resource/Tanit_Jitnukul","http://dbpedia.org/ontology/award","http://dbpedia.org/resource/Bang_Rajan_(film)"
"http://dbpedia.org/resource/Tanit_Jitnukul","http://dbpedia.org/ontology/award","http://dbpedia.org/resource/Thailand_National_Film_Association_Awards"
"http://dbpedia.org/resource/Tanit_Jitnukul","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/Thailand"
"http://dbpedia.org/resource/Tanit_Jitnukul","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/Songkhla_Province"
"http://dbpedia.org/resource/Tanit_Jitnukul","http://dbpedia.org/ontology/occupation","http://dbpedia.org/resource/Tanit_Jitnukul__1"
"http://dbpedia.org/resource/Tanit_Jitnukul","http://dbpedia.org/ontology/occupation","http://dbpedia.org/resource/Actor"
"http://dbpedia.org/resource/Tanit_Jitnukul","http://dbpedia.org/ontology/occupation","http://dbpedia.org/resource/Film_director"
"http://dbpedia.org/resource/Tanit_Jitnukul","http://dbpedia.org/ontology/occupation","http://dbpedia.org/resource/Film_producer"
"http://dbpedia.org/resource/Tanit_Jitnukul","http://dbpedia.org/ontology/occupation","http://dbpedia.org/resource/Screenwriter"
"http://dbpedia.org/resource/Tanit_Jitnukul","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Thai_screenwriters"
"http://dbpedia.org/resource/Tanit_Jitnukul","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:1956_births"
"http://dbpedia.org/resource/Tanit_Jitnukul","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Living_people"
"http://dbpedia.org/resource/Tanit_Jitnukul","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Thai_film_directors"
"http://dbpedia.org/resource/Tanit_Jitnukul","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Thai_film_producers"
"http://dbpedia.org/resource/The_Toxic_Avenger_(musician)","http://dbpedia.org/ontology/associatedBand","http://dbpedia.org/resource/Orelsan"
"http://dbpedia.org/resource/The_Toxic_Avenger_(musician)","http://dbpedia.org/ontology/associatedMusicalArtist","http://dbpedia.org/resource/Orelsan"
"http://dbpedia.org/resource/The_Toxic_Avenger_(musician)","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/France"
"http://dbpedia.org/resource/The_Toxic_Avenger_(musician)","http://dbpedia.org/ontology/occupation","http://dbpedia.org/resource/Singing"
"http://dbpedia.org/resource/The_Toxic_Avenger_(musician)","http://dbpedia.org/ontology/occupation","http://dbpedia.org/resource/Songwriter"
"http://dbpedia.org/resource/The_Toxic_Avenger_(musician)","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:French_DJs"
"http://dbpedia.org/resource/The_Toxic_Avenger_(musician)","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:1982_births"
"http://dbpedia.org/resource/The_Toxic_Avenger_(musician)","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:French_electronic_musicians"
"http://dbpedia.org/resource/The_Toxic_Avenger_(musician)","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Living_people"
"http://dbpedia.org/resource/Tim_Wood_(baseball)","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/Tucson,_Arizona"
"http://dbpedia.org/resource/Tim_Wood_(baseball)","http://dbpedia.org/ontology/formerTeam","http://dbpedia.org/resource/Miami_Marlins"
"http://dbpedia.org/resource/Tim_Wood_(baseball)","http://dbpedia.org/ontology/statisticLabel","http://dbpedia.org/resource/Win%E2%80%93loss_record_(pitching)"
"http://dbpedia.org/resource/Tim_Wood_(baseball)","http://dbpedia.org/ontology/team","http://dbpedia.org/resource/Pittsburgh_Pirates"
"http://dbpedia.org/resource/Tim_Wood_(baseball)","http://dbpedia.org/ontology/team","http://dbpedia.org/resource/Miami_Marlins"
"http://dbpedia.org/resource/Tim_Wood_(baseball)","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Baseball_players_from_Arizona"
"http://dbpedia.org/resource/Tim_Wood_(baseball)","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Jupiter_Hammerheads_players"
"http://dbpedia.org/resource/Tim_Wood_(baseball)","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Indianapolis_Indians_players"
"http://dbpedia.org/resource/Tim_Wood_(baseball)","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Greensboro_Bats_players"
"http://dbpedia.org/resource/Tim_Wood_(baseball)","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:New_Orleans_Zephyrs_players"
"http://dbpedia.org/resource/Tim_Wood_(baseball)","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Carolina_Mudcats_players"
"http://dbpedia.org/resource/Tim_Wood_(baseball)","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Jamestown_Jammers_players"
"http://dbpedia.org/resource/Tim_Wood_(baseball)","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Major_League_Baseball_pitchers"
"http://dbpedia.org/resource/Tim_Wood_(baseball)","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:1982_births"
"http://dbpedia.org/resource/Tim_Wood_(baseball)","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Florida_Marlins_players"
"http://dbpedia.org/resource/Tim_Wood_(baseball)","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Living_people"
"http://dbpedia.org/resource/Tim_Wood_(baseball)","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:People_from_Tucson,_Arizona"
"http://dbpedia.org/resource/Tim_Wood_(baseball)","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Pittsburgh_Pirates_players"
"http://dbpedia.org/resource/Timo_We%C3%9F","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Olympic_field_hockey_players_of_Germany"
"http://dbpedia.org/resource/Timo_We%C3%9F","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Olympic_medalists_in_field_hockey"
"http://dbpedia.org/resource/Timo_We%C3%9F","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Field_hockey_players_at_the_2008_Summer_Olympics"
"http://dbpedia.org/resource/Timo_We%C3%9F","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Olympic_bronze_medalists_for_Germany"
"http://dbpedia.org/resource/Timo_We%C3%9F","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Olympic_gold_medalists_for_Germany"
"http://dbpedia.org/resource/Timo_We%C3%9F","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:1982_births"
"http://dbpedia.org/resource/Timo_We%C3%9F","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Field_hockey_players_at_the_2004_Summer_Olympics"
"http://dbpedia.org/resource/Timo_We%C3%9F","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:German_field_hockey_players"
"http://dbpedia.org/resource/Timo_We%C3%9F","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Living_people"
"http://dbpedia.org/resource/Tom_Budge","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/Melbourne"
"http://dbpedia.org/resource/Tom_Budge","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/Australia"
"http://dbpedia.org/resource/Tom_Budge","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/Victoria_(Australia)"
"http://dbpedia.org/resource/Tom_Budge","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:1982_births"
"http://dbpedia.org/resource/Tom_Budge","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Actors_from_Melbourne"
"http://dbpedia.org/resource/Tom_Budge","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Living_people"
"http://dbpedia.org/resource/Tyler_James_(American_musician)","http://dbpedia.org/ontology/associatedBand","http://dbpedia.org/resource/Ten_Out_of_Tenn"
"http://dbpedia.org/resource/Tyler_James_(American_musician)","http://dbpedia.org/ontology/associatedBand","http://dbpedia.org/resource/Edward_Sharpe_and_the_Magnetic_Zeros"
"http://dbpedia.org/resource/Tyler_James_(American_musician)","http://dbpedia.org/ontology/associatedMusicalArtist","http://dbpedia.org/resource/Ten_Out_of_Tenn"
"http://dbpedia.org/resource/Tyler_James_(American_musician)","http://dbpedia.org/ontology/associatedMusicalArtist","http://dbpedia.org/resource/Edward_Sharpe_and_the_Magnetic_Zeros"
"http://dbpedia.org/resource/Tyler_James_(American_musician)","http://dbpedia.org/ontology/hometown","http://dbpedia.org/resource/Nashville,_Tennessee"
"http://dbpedia.org/resource/Tyler_James_(American_musician)","http://dbpedia.org/ontology/hometown","http://dbpedia.org/resource/Tennessee"
"http://dbpedia.org/resource/Tyler_James_(American_musician)","http://dbpedia.org/ontology/instrument","http://dbpedia.org/resource/Bass_guitar"
"http://dbpedia.org/resource/Tyler_James_(American_musician)","http://dbpedia.org/ontology/instrument","http://dbpedia.org/resource/Drum_kit"
"http://dbpedia.org/resource/Tyler_James_(American_musician)","http://dbpedia.org/ontology/instrument","http://dbpedia.org/resource/Guitar"
"http://dbpedia.org/resource/Tyler_James_(American_musician)","http://dbpedia.org/ontology/instrument","http://dbpedia.org/resource/Piano"
"http://dbpedia.org/resource/Tyler_James_(American_musician)","http://dbpedia.org/ontology/instrument","http://dbpedia.org/resource/Trumpet"
"http://dbpedia.org/resource/Tyler_James_(American_musician)","http://dbpedia.org/ontology/recordLabel","http://dbpedia.org/resource/Nettwerk"
"http://dbpedia.org/resource/Tyler_James_(American_musician)","http://dbpedia.org/ontology/genre","http://dbpedia.org/resource/Folk_music"
"http://dbpedia.org/resource/Tyler_James_(American_musician)","http://dbpedia.org/ontology/genre","http://dbpedia.org/resource/Pop_music"
"http://dbpedia.org/resource/Tyler_James_(American_musician)","http://dbpedia.org/ontology/genre","http://dbpedia.org/resource/Soul_music"
"http://dbpedia.org/resource/Tyler_James_(American_musician)","http://dbpedia.org/ontology/genre","http://dbpedia.org/resource/Independent_music"
"http://dbpedia.org/resource/Tyler_James_(American_musician)","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:1982_births"
"http://dbpedia.org/resource/Tyler_James_(American_musician)","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Living_people"
"http://dbpedia.org/resource/Tyler_James_(American_musician)","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:American_folk_singers"
"http://dbpedia.org/resource/Viktor_Fasth","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/Sweden"
"http://dbpedia.org/resource/Viktor_Fasth","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/Kalix"
"http://dbpedia.org/resource/Viktor_Fasth","http://dbpedia.org/ontology/formerTeam","http://dbpedia.org/resource/AIK_IF"
"http://dbpedia.org/resource/Viktor_Fasth","http://dbpedia.org/ontology/league","http://dbpedia.org/resource/National_Hockey_League"
"http://dbpedia.org/resource/Viktor_Fasth","http://dbpedia.org/ontology/team","http://dbpedia.org/resource/Anaheim_Ducks"
"http://dbpedia.org/resource/Viktor_Fasth","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:People_from_Kalix_Municipality"
"http://dbpedia.org/resource/Viktor_Fasth","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:V%C3%A4xj%C3%B6_Lakers_Hockey_players"
"http://dbpedia.org/resource/Viktor_Fasth","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Swedish_ice_hockey_goaltenders"
"http://dbpedia.org/resource/Viktor_Fasth","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:AIK_IF_players"
"http://dbpedia.org/resource/Viktor_Fasth","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:1982_births"
"http://dbpedia.org/resource/Viktor_Fasth","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Living_people"
"http://dbpedia.org/resource/Ville_Koistinen","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/Finland"
"http://dbpedia.org/resource/Ville_Koistinen","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/Oulu"
"http://dbpedia.org/resource/Ville_Koistinen","http://dbpedia.org/ontology/formerTeam","http://dbpedia.org/resource/Florida_Panthers"
"http://dbpedia.org/resource/Ville_Koistinen","http://dbpedia.org/ontology/formerTeam","http://dbpedia.org/resource/Nashville_Predators"
"http://dbpedia.org/resource/Ville_Koistinen","http://dbpedia.org/ontology/formerTeam","http://dbpedia.org/resource/Salavat_Yulaev_Ufa"
"http://dbpedia.org/resource/Ville_Koistinen","http://dbpedia.org/ontology/formerTeam","http://dbpedia.org/resource/Skellefte%C3%A5_AIK"
"http://dbpedia.org/resource/Ville_Koistinen","http://dbpedia.org/ontology/league","http://dbpedia.org/resource/SM-liiga"
"http://dbpedia.org/resource/Ville_Koistinen","http://dbpedia.org/ontology/team","http://dbpedia.org/resource/Ilves"
"http://dbpedia.org/resource/Ville_Koistinen","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:People_from_Oulu"
"http://dbpedia.org/resource/Ville_Koistinen","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Milwaukee_Admirals_players"
"http://dbpedia.org/resource/Ville_Koistinen","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Nashville_Predators_players"
"http://dbpedia.org/resource/Ville_Koistinen","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:1982_births"
"http://dbpedia.org/resource/Ville_Koistinen","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Florida_Panthers_players"
"http://dbpedia.org/resource/Ville_Koistinen","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Ilves_players"
"http://dbpedia.org/resource/Ville_Koistinen","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Living_people"
"http://dbpedia.org/resource/Ville_Koistinen","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Undrafted_National_Hockey_League_players"
"http://dbpedia.org/resource/Ville_Koistinen","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Finnish_ice_hockey_players"
"http://dbpedia.org/resource/Vinicio_Espinal","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/Dominican_Republic"
"http://dbpedia.org/resource/Vinicio_Espinal","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/Santo_Domingo"
"http://dbpedia.org/resource/Vinicio_Espinal","http://dbpedia.org/ontology/team","http://dbpedia.org/resource/A.S._Taranto_Calcio"
"http://dbpedia.org/resource/Vinicio_Espinal","http://dbpedia.org/ontology/team","http://dbpedia.org/resource/A.C._Monza_Brianza_1912"
"http://dbpedia.org/resource/Vinicio_Espinal","http://dbpedia.org/ontology/team","http://dbpedia.org/resource/F.C._Crotone"
"http://dbpedia.org/resource/Vinicio_Espinal","http://dbpedia.org/ontology/team","http://dbpedia.org/resource/F.C._Pro_Vercelli_1892"
"http://dbpedia.org/resource/Vinicio_Espinal","http://dbpedia.org/ontology/team","http://dbpedia.org/resource/Dominican_Republic_national_football_team"
"http://dbpedia.org/resource/Vinicio_Espinal","http://dbpedia.org/ontology/team","http://dbpedia.org/resource/Atalanta_B.C."
"http://dbpedia.org/resource/Vinicio_Espinal","http://dbpedia.org/ontology/team","http://dbpedia.org/resource/A.C._Palazzolo_(Lombardy)"
"http://dbpedia.org/resource/Vinicio_Espinal","http://dbpedia.org/ontology/team","http://dbpedia.org/resource/Calcio_Portogruaro_Summaga"
"http://dbpedia.org/resource/Vinicio_Espinal","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Expatriate_footballers_in_Italy"
"http://dbpedia.org/resource/Vinicio_Espinal","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Dominican_Republic_expatriate_footballers"
"http://dbpedia.org/resource/Vinicio_Espinal","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Dominican_Republic_international_footballers"
