"m","p","o"
"http://dbpedia.org/resource/John_Mensah","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Association_football_defenders"
"http://dbpedia.org/resource/John_Mensah","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Ligue_1_players"
"http://dbpedia.org/resource/John_Mensah","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Serie_B_footballers"
"http://dbpedia.org/resource/Jon_Richardson_(entertainer)","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/Lancaster,_Lancashire"
"http://dbpedia.org/resource/Jon_Richardson_(entertainer)","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:British_comedians"
"http://dbpedia.org/resource/Jon_Richardson_(entertainer)","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:1982_births"
"http://dbpedia.org/resource/Jon_Richardson_(entertainer)","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Living_people"
"http://dbpedia.org/resource/Jon_Richardson_(entertainer)","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:People_from_Lancaster,_Lancashire"
"http://dbpedia.org/resource/Jon_Richardson_(entertainer)","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Alumni_of_the_University_of_Bristol"
"http://dbpedia.org/resource/Jonas_Steur","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/Belgium"
"http://dbpedia.org/resource/Jonas_Steur","http://dbpedia.org/ontology/hometown","http://dbpedia.org/resource/Belgium"
"http://dbpedia.org/resource/Jonas_Steur","http://dbpedia.org/ontology/instrument","http://dbpedia.org/resource/Drum_machine"
"http://dbpedia.org/resource/Jonas_Steur","http://dbpedia.org/ontology/instrument","http://dbpedia.org/resource/Music_sequencer"
"http://dbpedia.org/resource/Jonas_Steur","http://dbpedia.org/ontology/instrument","http://dbpedia.org/resource/Sampler_(musical_instrument)"
"http://dbpedia.org/resource/Jonas_Steur","http://dbpedia.org/ontology/instrument","http://dbpedia.org/resource/Synthesizer"
"http://dbpedia.org/resource/Jonas_Steur","http://dbpedia.org/ontology/occupation","http://dbpedia.org/resource/Disc_jockey"
"http://dbpedia.org/resource/Jonas_Steur","http://dbpedia.org/ontology/occupation","http://dbpedia.org/resource/Record_producer"
"http://dbpedia.org/resource/Jonas_Steur","http://dbpedia.org/ontology/recordLabel","http://dbpedia.org/resource/Spinnin'_Records"
"http://dbpedia.org/resource/Jonas_Steur","http://dbpedia.org/ontology/recordLabel","http://dbpedia.org/resource/Black_Hole_Recordings"
"http://dbpedia.org/resource/Jonas_Steur","http://dbpedia.org/ontology/recordLabel","http://dbpedia.org/resource/Intuition_Recordings"
"http://dbpedia.org/resource/Jonas_Steur","http://dbpedia.org/ontology/genre","http://dbpedia.org/resource/Trance_music"
"http://dbpedia.org/resource/Jonas_Steur","http://dbpedia.org/ontology/genre","http://dbpedia.org/resource/Electronic_music"
"http://dbpedia.org/resource/Jonas_Steur","http://dbpedia.org/ontology/genre","http://dbpedia.org/resource/House_music"
"http://dbpedia.org/resource/Jonas_Steur","http://dbpedia.org/ontology/genre","http://dbpedia.org/resource/Techno"
"http://dbpedia.org/resource/Jonas_Steur","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Belgian_DJs"
"http://dbpedia.org/resource/Jonas_Steur","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Belgian_trance_musicians"
"http://dbpedia.org/resource/Jonas_Steur","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:1982_births"
"http://dbpedia.org/resource/Jonas_Steur","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Living_people"
"http://dbpedia.org/resource/Joni_Tuominen","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/Finland"
"http://dbpedia.org/resource/Joni_Tuominen","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/Espoo"
"http://dbpedia.org/resource/Joni_Tuominen","http://dbpedia.org/ontology/league","http://dbpedia.org/resource/SM-liiga"
"http://dbpedia.org/resource/Joni_Tuominen","http://dbpedia.org/ontology/team","http://dbpedia.org/resource/SaiPa"
"http://dbpedia.org/resource/Joni_Tuominen","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:SaiPa_players"
"http://dbpedia.org/resource/Joni_Tuominen","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:1982_births"
"http://dbpedia.org/resource/Joni_Tuominen","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Living_people"
"http://dbpedia.org/resource/Jordan_Hastings","http://dbpedia.org/ontology/associatedBand","http://dbpedia.org/resource/Jersey_(band)"
"http://dbpedia.org/resource/Jordan_Hastings","http://dbpedia.org/ontology/associatedBand","http://dbpedia.org/resource/Cunter_(band)"
"http://dbpedia.org/resource/Jordan_Hastings","http://dbpedia.org/ontology/associatedBand","http://dbpedia.org/resource/Alexisonfire"
"http://dbpedia.org/resource/Jordan_Hastings","http://dbpedia.org/ontology/associatedBand","http://dbpedia.org/resource/Black_Lungs"
"http://dbpedia.org/resource/Jordan_Hastings","http://dbpedia.org/ontology/associatedMusicalArtist","http://dbpedia.org/resource/Jersey_(band)"
"http://dbpedia.org/resource/Jordan_Hastings","http://dbpedia.org/ontology/associatedMusicalArtist","http://dbpedia.org/resource/Cunter_(band)"
"http://dbpedia.org/resource/Jordan_Hastings","http://dbpedia.org/ontology/associatedMusicalArtist","http://dbpedia.org/resource/Alexisonfire"
"http://dbpedia.org/resource/Jordan_Hastings","http://dbpedia.org/ontology/associatedMusicalArtist","http://dbpedia.org/resource/Black_Lungs"
"http://dbpedia.org/resource/Jordan_Hastings","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/Hamilton,_Ontario"
"http://dbpedia.org/resource/Jordan_Hastings","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/Canada"
"http://dbpedia.org/resource/Jordan_Hastings","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/Ontario"
"http://dbpedia.org/resource/Jordan_Hastings","http://dbpedia.org/ontology/instrument","http://dbpedia.org/resource/Drum_kit"
"http://dbpedia.org/resource/Jordan_Hastings","http://dbpedia.org/ontology/occupation","http://dbpedia.org/resource/Drummer"
"http://dbpedia.org/resource/Jordan_Hastings","http://dbpedia.org/ontology/genre","http://dbpedia.org/resource/Metalcore"
"http://dbpedia.org/resource/Jordan_Hastings","http://dbpedia.org/ontology/genre","http://dbpedia.org/resource/Alternative_rock"
"http://dbpedia.org/resource/Jordan_Hastings","http://dbpedia.org/ontology/genre","http://dbpedia.org/resource/Punk_rock"
"http://dbpedia.org/resource/Jordan_Hastings","http://dbpedia.org/ontology/genre","http://dbpedia.org/resource/Post-hardcore"
"http://dbpedia.org/resource/Jordan_Hastings","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Alexisonfire_members"
"http://dbpedia.org/resource/Jordan_Hastings","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Canadian_punk_rock_drummers"
"http://dbpedia.org/resource/Jordan_Hastings","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:1982_births"
"http://dbpedia.org/resource/Jordan_Hastings","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Living_people"
"http://dbpedia.org/resource/Jordan_Hastings","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Musicians_from_Hamilton,_Ontario"
"http://dbpedia.org/resource/Jordis_Unga","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/Massachusetts"
"http://dbpedia.org/resource/Jordis_Unga","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/Chicopee,_Massachusetts"
"http://dbpedia.org/resource/Jordis_Unga","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/United_States"
"http://dbpedia.org/resource/Jordis_Unga","http://dbpedia.org/ontology/instrument","http://dbpedia.org/resource/Guitar"
"http://dbpedia.org/resource/Jordis_Unga","http://dbpedia.org/ontology/instrument","http://dbpedia.org/resource/Singing"
"http://dbpedia.org/resource/Jordis_Unga","http://dbpedia.org/ontology/occupation","http://dbpedia.org/resource/Singing"
"http://dbpedia.org/resource/Jordis_Unga","http://dbpedia.org/ontology/occupation","http://dbpedia.org/resource/Songwriter"
"http://dbpedia.org/resource/Jordis_Unga","http://dbpedia.org/ontology/genre","http://dbpedia.org/resource/Rock_music"
"http://dbpedia.org/resource/Jordis_Unga","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:American_people_of_Tongan_descent"
"http://dbpedia.org/resource/Jordis_Unga","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:The_Voice_series_contestants"
"http://dbpedia.org/resource/Jordis_Unga","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:American_singer-songwriters"
"http://dbpedia.org/resource/Jordis_Unga","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:1982_births"
"http://dbpedia.org/resource/Jordis_Unga","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Living_people"
"http://dbpedia.org/resource/Jorge_Maggio","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/Argentina"
"http://dbpedia.org/resource/Jorge_Maggio","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/Buenos_Aires"
"http://dbpedia.org/resource/Jorge_Maggio","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Argentine_stage_actors"
"http://dbpedia.org/resource/Jorge_Maggio","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:People_from_Buenos_Aires"
"http://dbpedia.org/resource/Jorge_Maggio","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:1982_births"
"http://dbpedia.org/resource/Jorge_Maggio","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Living_people"
"http://dbpedia.org/resource/Jorge_Maggio","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Argentine_actors"
"http://dbpedia.org/resource/Josh_Martinez","http://dbpedia.org/ontology/associatedBand","http://dbpedia.org/resource/The_Chicharones"
"http://dbpedia.org/resource/Josh_Martinez","http://dbpedia.org/ontology/associatedMusicalArtist","http://dbpedia.org/resource/The_Chicharones"
"http://dbpedia.org/resource/Josh_Martinez","http://dbpedia.org/ontology/occupation","http://dbpedia.org/resource/Master_of_Ceremonies"
"http://dbpedia.org/resource/Josh_Martinez","http://dbpedia.org/ontology/recordLabel","http://dbpedia.org/resource/Bella_Union"
"http://dbpedia.org/resource/Josh_Martinez","http://dbpedia.org/ontology/recordLabel","http://dbpedia.org/resource/Camobear"
"http://dbpedia.org/resource/Josh_Martinez","http://dbpedia.org/ontology/genre","http://dbpedia.org/resource/Hip_hop_music"
"http://dbpedia.org/resource/Josh_Martinez","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:1982_births"
"http://dbpedia.org/resource/Josh_Martinez","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Canadian_rappers"
"http://dbpedia.org/resource/Josh_Martinez","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Living_people"
"http://dbpedia.org/resource/Kalenna_Harper","http://dbpedia.org/ontology/associatedBand","http://dbpedia.org/resource/Charlotte_Church"
"http://dbpedia.org/resource/Kalenna_Harper","http://dbpedia.org/ontology/associatedBand","http://dbpedia.org/resource/Lady_Gaga"
"http://dbpedia.org/resource/Kalenna_Harper","http://dbpedia.org/ontology/associatedBand","http://dbpedia.org/resource/Aretha_Franklin"
"http://dbpedia.org/resource/Kalenna_Harper","http://dbpedia.org/ontology/associatedBand","http://dbpedia.org/resource/Ciara"
"http://dbpedia.org/resource/Kalenna_Harper","http://dbpedia.org/ontology/associatedBand","http://dbpedia.org/resource/Maino"
"http://dbpedia.org/resource/Kalenna_Harper","http://dbpedia.org/ontology/associatedBand","http://dbpedia.org/resource/Rasheeda"
"http://dbpedia.org/resource/Kalenna_Harper","http://dbpedia.org/ontology/associatedBand","http://dbpedia.org/resource/Bobby_V"
"http://dbpedia.org/resource/Kalenna_Harper","http://dbpedia.org/ontology/associatedBand","http://dbpedia.org/resource/Ja_Rule"
"http://dbpedia.org/resource/Kalenna_Harper","http://dbpedia.org/ontology/associatedBand","http://dbpedia.org/resource/Christina_Aguilera"
"http://dbpedia.org/resource/Kalenna_Harper","http://dbpedia.org/ontology/associatedBand","http://dbpedia.org/resource/Christina_Milian"
"http://dbpedia.org/resource/Kalenna_Harper","http://dbpedia.org/ontology/associatedBand","http://dbpedia.org/resource/Pussycat_Dolls"
"http://dbpedia.org/resource/Kalenna_Harper","http://dbpedia.org/ontology/associatedBand","http://dbpedia.org/resource/Diddy_%E2%80%93_Dirty_Money"
"http://dbpedia.org/resource/Kalenna_Harper","http://dbpedia.org/ontology/associatedBand","http://dbpedia.org/resource/Three_6_Mafia"
"http://dbpedia.org/resource/Kalenna_Harper","http://dbpedia.org/ontology/associatedBand","http://dbpedia.org/resource/Timati"
"http://dbpedia.org/resource/Kalenna_Harper","http://dbpedia.org/ontology/associatedMusicalArtist","http://dbpedia.org/resource/Charlotte_Church"
"http://dbpedia.org/resource/Kalenna_Harper","http://dbpedia.org/ontology/associatedMusicalArtist","http://dbpedia.org/resource/Lady_Gaga"
"http://dbpedia.org/resource/Kalenna_Harper","http://dbpedia.org/ontology/associatedMusicalArtist","http://dbpedia.org/resource/Aretha_Franklin"
"http://dbpedia.org/resource/Kalenna_Harper","http://dbpedia.org/ontology/associatedMusicalArtist","http://dbpedia.org/resource/Ciara"
"http://dbpedia.org/resource/Kalenna_Harper","http://dbpedia.org/ontology/associatedMusicalArtist","http://dbpedia.org/resource/Maino"
"http://dbpedia.org/resource/Kalenna_Harper","http://dbpedia.org/ontology/associatedMusicalArtist","http://dbpedia.org/resource/Rasheeda"
"http://dbpedia.org/resource/Kalenna_Harper","http://dbpedia.org/ontology/associatedMusicalArtist","http://dbpedia.org/resource/Bobby_V"
"http://dbpedia.org/resource/Kalenna_Harper","http://dbpedia.org/ontology/associatedMusicalArtist","http://dbpedia.org/resource/Ja_Rule"
"http://dbpedia.org/resource/Kalenna_Harper","http://dbpedia.org/ontology/associatedMusicalArtist","http://dbpedia.org/resource/Christina_Aguilera"
"http://dbpedia.org/resource/Kalenna_Harper","http://dbpedia.org/ontology/associatedMusicalArtist","http://dbpedia.org/resource/Christina_Milian"
"http://dbpedia.org/resource/Kalenna_Harper","http://dbpedia.org/ontology/associatedMusicalArtist","http://dbpedia.org/resource/Pussycat_Dolls"
"http://dbpedia.org/resource/Kalenna_Harper","http://dbpedia.org/ontology/associatedMusicalArtist","http://dbpedia.org/resource/Diddy_%E2%80%93_Dirty_Money"
"http://dbpedia.org/resource/Kalenna_Harper","http://dbpedia.org/ontology/associatedMusicalArtist","http://dbpedia.org/resource/Three_6_Mafia"
"http://dbpedia.org/resource/Kalenna_Harper","http://dbpedia.org/ontology/associatedMusicalArtist","http://dbpedia.org/resource/Timati"
"http://dbpedia.org/resource/Kalenna_Harper","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/Philadelphia"
"http://dbpedia.org/resource/Kalenna_Harper","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/Pennsylvania"
"http://dbpedia.org/resource/Kalenna_Harper","http://dbpedia.org/ontology/hometown","http://dbpedia.org/resource/Georgia_(U.S._state)"
"http://dbpedia.org/resource/Kalenna_Harper","http://dbpedia.org/ontology/hometown","http://dbpedia.org/resource/Atlanta"
"http://dbpedia.org/resource/Kalenna_Harper","http://dbpedia.org/ontology/hometown","http://dbpedia.org/resource/United_States"
"http://dbpedia.org/resource/Kalenna_Harper","http://dbpedia.org/ontology/instrument","http://dbpedia.org/resource/Singing"
"http://dbpedia.org/resource/Kalenna_Harper","http://dbpedia.org/ontology/occupation","http://dbpedia.org/resource/Singer-songwriter"
"http://dbpedia.org/resource/Kalenna_Harper","http://dbpedia.org/ontology/recordLabel","http://dbpedia.org/resource/EMI"
"http://dbpedia.org/resource/Kalenna_Harper","http://dbpedia.org/ontology/recordLabel","http://dbpedia.org/resource/Bad_Boy_Records"
"http://dbpedia.org/resource/Kalenna_Harper","http://dbpedia.org/ontology/genre","http://dbpedia.org/resource/Contemporary_R&B"
"http://dbpedia.org/resource/Kalenna_Harper","http://dbpedia.org/ontology/genre","http://dbpedia.org/resource/Hip_hop_music"
"http://dbpedia.org/resource/Kalenna_Harper","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Bad_Boy_Records_artists"
"http://dbpedia.org/resource/Kalenna_Harper","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Musicians_from_Atlanta,_Georgia"
"http://dbpedia.org/resource/Kalenna_Harper","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Songwriters_from_Pennsylvania"
"http://dbpedia.org/resource/Kalenna_Harper","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:American_rhythm_and_blues_singer-songwriters"
"http://dbpedia.org/resource/Kalenna_Harper","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:American_soul_singers"
"http://dbpedia.org/resource/Kalenna_Harper","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:1982_births"
"http://dbpedia.org/resource/Kalenna_Harper","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Living_people"
"http://dbpedia.org/resource/Kalenna_Harper","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Musicians_from_Philadelphia,_Pennsylvania"
"http://dbpedia.org/resource/Kalenna_Harper","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:African_American_female_singer-songwriters"
"http://dbpedia.org/resource/Kazunori_Iio","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/Iwata,_Shizuoka"
"http://dbpedia.org/resource/Kazunori_Iio","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/Japan"
"http://dbpedia.org/resource/Kazunori_Iio","http://dbpedia.org/ontology/team","http://dbpedia.org/resource/Tokyo_Verdy"
"http://dbpedia.org/resource/Kazunori_Iio","http://dbpedia.org/ontology/team","http://dbpedia.org/resource/Kawasaki_Frontale"
"http://dbpedia.org/resource/Kazunori_Iio","http://dbpedia.org/ontology/team","http://dbpedia.org/resource/Avispa_Fukuoka"
"http://dbpedia.org/resource/Kazunori_Iio","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Avispa_Fukuoka_players"
"http://dbpedia.org/resource/Kazunori_Iio","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Verdy_Kawasaki_players"
"http://dbpedia.org/resource/Kazunori_Iio","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:J._League_Division_1_players"
"http://dbpedia.org/resource/Kazunori_Iio","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:J._League_Division_2_players"
"http://dbpedia.org/resource/Kazunori_Iio","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Kawasaki_Frontale_players"
"http://dbpedia.org/resource/Kazunori_Iio","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:1982_births"
"http://dbpedia.org/resource/Kazunori_Iio","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Japanese_footballers"
"http://dbpedia.org/resource/Kazunori_Iio","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Living_people"
"http://dbpedia.org/resource/Kazunori_Iio","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Tokyo_Verdy_1969_players"
"http://dbpedia.org/resource/Kelvin_Kight","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/Atlanta"
"http://dbpedia.org/resource/Kelvin_Kight","http://dbpedia.org/ontology/debutTeam","http://dbpedia.org/resource/Green_Bay_Packers"
"http://dbpedia.org/resource/Kelvin_Kight","http://dbpedia.org/ontology/formerTeam","http://dbpedia.org/resource/New_England_Patriots"
"http://dbpedia.org/resource/Kelvin_Kight","http://dbpedia.org/ontology/formerTeam","http://dbpedia.org/resource/Green_Bay_Packers"
"http://dbpedia.org/resource/Kelvin_Kight","http://dbpedia.org/ontology/formerTeam","http://dbpedia.org/resource/Jacksonville_Jaguars"
"http://dbpedia.org/resource/Kelvin_Kight","http://dbpedia.org/ontology/formerTeam","http://dbpedia.org/resource/Minnesota_Vikings"
"http://dbpedia.org/resource/Kelvin_Kight","http://dbpedia.org/ontology/formerTeam","http://dbpedia.org/resource/St._Louis_Rams"
"http://dbpedia.org/resource/Kelvin_Kight","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Minnesota_Vikings_players"
"http://dbpedia.org/resource/Kelvin_Kight","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:People_from_Atlanta,_Georgia"
"http://dbpedia.org/resource/Kelvin_Kight","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:American_football_wide_receivers"
"http://dbpedia.org/resource/Kelvin_Kight","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:1982_births"
"http://dbpedia.org/resource/Kelvin_Kight","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Green_Bay_Packers_players"
"http://dbpedia.org/resource/Kelvin_Kight","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Jacksonville_Jaguars_players"
"http://dbpedia.org/resource/Kelvin_Kight","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Living_people"
"http://dbpedia.org/resource/Kelvin_Kight","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:New_England_Patriots_players"
"http://dbpedia.org/resource/Kelvin_Kight","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:St._Louis_Rams_players"
"http://dbpedia.org/resource/Kelvin_Kight","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Florida_Gators_football_players"
"http://dbpedia.org/resource/Kerry_Rhodes","http://dbpedia.org/ontology/debutTeam","http://dbpedia.org/resource/New_York_Jets"
"http://dbpedia.org/resource/Kerry_Rhodes","http://dbpedia.org/ontology/formerTeam","http://dbpedia.org/resource/Arizona_Cardinals"
"http://dbpedia.org/resource/Kerry_Rhodes","http://dbpedia.org/ontology/formerTeam","http://dbpedia.org/resource/New_York_Jets"
"http://dbpedia.org/resource/Kerry_Rhodes","http://dbpedia.org/ontology/team","http://dbpedia.org/resource/Arizona_Cardinals"
"http://dbpedia.org/resource/Kerry_Rhodes","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Players_of_American_football_from_Alabama"
"http://dbpedia.org/resource/Kerry_Rhodes","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Louisville_Cardinals_football_players"
"http://dbpedia.org/resource/Kerry_Rhodes","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Arizona_Cardinals_players"
"http://dbpedia.org/resource/Kerry_Rhodes","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:1982_births"
"http://dbpedia.org/resource/Kerry_Rhodes","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:African_American_players_of_American_football"
"http://dbpedia.org/resource/Kerry_Rhodes","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:American_football_safeties"
"http://dbpedia.org/resource/Kerry_Rhodes","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Living_people"
"http://dbpedia.org/resource/Kerry_Rhodes","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:People_from_Bessemer,_Alabama"
"http://dbpedia.org/resource/Kerry_Rhodes","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:New_York_Jets_players"
"http://dbpedia.org/resource/Kevontay_Jackson","http://dbpedia.org/ontology/associatedBand","http://dbpedia.org/resource/3rd_Storee"
"http://dbpedia.org/resource/Kevontay_Jackson","http://dbpedia.org/ontology/associatedBand","http://dbpedia.org/resource/Every_Body_Hates_Chris"
"http://dbpedia.org/resource/Kevontay_Jackson","http://dbpedia.org/ontology/associatedMusicalArtist","http://dbpedia.org/resource/3rd_Storee"
"http://dbpedia.org/resource/Kevontay_Jackson","http://dbpedia.org/ontology/associatedMusicalArtist","http://dbpedia.org/resource/Every_Body_Hates_Chris"
"http://dbpedia.org/resource/Kevontay_Jackson","http://dbpedia.org/ontology/hometown","http://dbpedia.org/resource/Los_Angeles"
"http://dbpedia.org/resource/Kevontay_Jackson","http://dbpedia.org/ontology/hometown","http://dbpedia.org/resource/United_States"
"http://dbpedia.org/resource/Kevontay_Jackson","http://dbpedia.org/ontology/occupation","http://dbpedia.org/resource/Rapping"
"http://dbpedia.org/resource/Kevontay_Jackson","http://dbpedia.org/ontology/occupation","http://dbpedia.org/resource/Singer-songwriter"
"http://dbpedia.org/resource/Kevontay_Jackson","http://dbpedia.org/ontology/recordLabel","http://dbpedia.org/resource/Edmonds_Entertainment"
"http://dbpedia.org/resource/Kevontay_Jackson","http://dbpedia.org/ontology/genre","http://dbpedia.org/resource/Dance-pop"
"http://dbpedia.org/resource/Kevontay_Jackson","http://dbpedia.org/ontology/genre","http://dbpedia.org/resource/Pop_music"
"http://dbpedia.org/resource/Kevontay_Jackson","http://dbpedia.org/ontology/genre","http://dbpedia.org/resource/Hip_hop_music"
"http://dbpedia.org/resource/Kevontay_Jackson","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:American_singer-songwriters"
"http://dbpedia.org/resource/Kevontay_Jackson","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:1982_births"
"http://dbpedia.org/resource/Kevontay_Jackson","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Living_people"
"http://dbpedia.org/resource/Kevontay_Jackson","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:American_rappers"
"http://dbpedia.org/resource/Kevontay_Jackson","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:People_from_Los_Angeles,_California"
"http://dbpedia.org/resource/Kittikorn_Liasirikun","http://dbpedia.org/ontology/occupation","http://dbpedia.org/resource/Film_director"
"http://dbpedia.org/resource/Kittikorn_Liasirikun","http://dbpedia.org/ontology/occupation","http://dbpedia.org/resource/Film_producer"
"http://dbpedia.org/resource/Kittikorn_Liasirikun","http://dbpedia.org/ontology/occupation","http://dbpedia.org/resource/Screenwriter"
"http://dbpedia.org/resource/Kittikorn_Liasirikun","http://dbpedia.org/ontology/occupation","http://dbpedia.org/resource/Kittikorn_Liasirikun__1"
"http://dbpedia.org/resource/Kittikorn_Liasirikun","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Thai_screenwriters"
"http://dbpedia.org/resource/Kittikorn_Liasirikun","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:1967_births"
"http://dbpedia.org/resource/Kittikorn_Liasirikun","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Living_people"
"http://dbpedia.org/resource/Kittikorn_Liasirikun","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Thai_film_directors"
"http://dbpedia.org/resource/Kongdej_Jaturanrasamee","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/resource/Thailand"
"http://dbpedia.org/resource/Kongdej_Jaturanrasamee","http://dbpedia.org/ontology/education","http://dbpedia.org/resource/King_Mongkut's_Institute_of_Technology_Ladkrabang"
"http://dbpedia.org/resource/Kongdej_Jaturanrasamee","http://dbpedia.org/ontology/occupation","http://dbpedia.org/resource/Film_director"
"http://dbpedia.org/resource/Kongdej_Jaturanrasamee","http://dbpedia.org/ontology/occupation","http://dbpedia.org/resource/Screenwriter"
"http://dbpedia.org/resource/Kongdej_Jaturanrasamee","http://dbpedia.org/ontology/occupation","http://dbpedia.org/resource/Kongdej_Jaturanrasamee__1"
"http://dbpedia.org/resource/Kongdej_Jaturanrasamee","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Thai_screenwriters"
